ID,content
943,game nya baguss walaupun lawan nya ngeselin
944,ml sekarang banyak bug nya dan kadang server nya lag
945,gem jahanam ketua udah muak dengen anomali solo renk
946,GAME LOLL MAIN 1 BULANG GAK ADA YANG MENANG
947,monton pliss baca pliss di tenggepin nih gw tuh selalu ketemu bot botnya di tim gw itu maksudnya apa ya di kasih bot lu mau kita marah marah biar terus main lagi heh monton benerin lagi dong matchmakingnya ga bener suka ketemu bot di tim sendiri gw tau lu mau ngejebak biar kecanduan tapi ngapain kaya gitu caranya pliss benerin lagih ilangin bot kaya gitu ngecapein aja......
948,"game ampas, banyak pemain yg kesusahan bermain dikarenakan mendapatkan tim beban, dan mlbb seperti game judi/judol kenapa? karena setiap melakukan spin atau apa pasti itu sudah di tentukan oleh developer! itu sama saja seperti judol, game sangat ampas."
949,Bagus banget Pengen semuanya Hero jadi Gratis 🤭
950,tw ah
951,game bagus game hebat👍
952,game sampah banyak bug setiap seson ada aja bug nya jadi risih trs sinyal bagus tiba tiba ngeleg
953,ngasih tim gakjelas mulu
954,"kalo kasih team jangan yang kebanyakan bego Moonton,,Lu Atur permainan Kita,Lu atur server kita,Hey moonton elu itu bego apa gimana,kalo dikasih team gitu mulu orang pada uninstal"
955,Sistem Dajjal masuk pertandingan j g bisa2 & berkali-kali padahal sinyalnya bagus & HP mendukung.
956,bagus main game ya
957,Sangat buruk! Pembagian tim yang tidak seimbang membuat bermain sangat TIDAK MENYENANGKAN!.
958,"Your game is now getting worse and there are lots of bots. If you want to make a profit, don't just do whatever you want. Players will get tired after a while if it's like this, your game will be quiet."
959,game sangat bagus untuk bertanding 🥳
960,game ini sangat bagus semoga tahun depan makin bagus
961,game ini membuat saya semakin stres
962,login akun ke hp 1 ke satu ny lagi di persulit oleh monton eror eror kepala Lo aj lh yg eror
963,ml saya kok tidak bisa d buka?
964,game aneh buat setres orang ini yg buat game aneh gak kasian Ama anak kecil hp nya di banting karna main game ini kenapa bisa karena gini misal kita mau turun nah ini game kasih menang dan pas udah pul Bintangnya malah kalah kan kesel ulang dari awwal Dede
965,"cape gw lose trek terus, game ga adil, dapet tim nya bapuk terus"
966,saya mau legend moonton.kalo mau ngasih yang drak sistem nanti aja di mityc.dan kenapa setiap saya mau legend harus ada yang b90 gitu??
967,cape banget main game ini
968,makin lama makin payah.... rank yg d pertemukan kadang tdak sesuai... solo ketemu parti...
969,isinya cuma dark system
970,sangat bagus. tapi sayang jaringan sering lag.
971,bisa ngga kalau main solo itu liat Liat statistik permainan statistik gua bgus malah dapat bocah laknat mulu
972,"Wowww, ml kenapa sih dapet tim nya yang bot, dongo"
973,"Gak ada perubahan, sinyal in game parah.... Anehnya buat youtube aman2 aja, gak ada perubahan, tambah males main feeder jg makin banyak, pensiun gua main game ini, semakin banyak player ngetrol tambah yakin buat pensiun"
974,Game-Nya bagus jadi Aku kasih rating 5
975,kenapa gak bisa masuk lewat fb?
976,game tai
977,moonton tolong tingkatin damage Granger kecil banget padahal udah pake sea healberd tapi gak tembus ke Hero tank jadi tolong taikin damage Granger atau taikin item item nya tolong banget
978,game rusak
979,bagus
980,seru
981,orang main solo ketemu party Mulu anj
982,game nya gua suka tapi ada ngeleg nya dan bagi skin moonton sia mah te mere mere skin Patrick dan Spongebob
983,jelek
984,"stiap ikut event mau beli skin sistem tukar crest gk prnah hoki,selalu ampas,busuk,moonton kikir,sekali dua kali msih gkpp gk hoki,TPI INI UDH BERKALI KALI YAA!!!!MIKIRRR LAAA,YG KATANYA SISTEM GRANDCOLECCTOR LBIH MURAH,HOK CUH,DRIMNA MURAHNYA HA???ITU TERGANTUNG HOKI MASING MASING!!!BALIKIN SISTEM COLLECTOR KE AWALLL!!!"
985,bagus
986,masa solo vs team ya kalah terus lah sistem t4i
987,nice
988,kenapa saya kalah terus monton tolong lah ini KLH mulu cape juga main emng game GK guna
989,"benerin sistem muntun, masa dapet tim epic mulu, dislike"
990,"macthmaking paling buruk dibandingkan MOBA lainnya, beliau mengira kita bisa gendong 4 orang makanya dikasih tim yang beda jauh baik rank maupun stat para pemain, contoh seperti saya bermain duo rank glory dan temen saya honor ex imo, bener ketemu honor tpi sisanya ada yang mytic Mawi dan legend dan itu ex nya kalah jauh dibanding musuhnya"
991,"tolong di kondisikan tim nya, saya stuck di grading dapet nya tim komputer terus, kenapa harus ada computer/ bot?, game nya sepi kah?, tolong di kondisikan tim nya gaadil, musuh dapet nya tim bagus terus, TOLONG MOONTON DENGAR KAN DERITA PLAYER SOLOO, KASIH TIM YANG BAGUS"
992,makin hari kayak jahanam jk game kau nih
993,kalau bisa perbaiki jaringannya setiap main ngeleg Mulu kagak ada yang bagus jaringannya dan nggak ngestuck terus kalau pake wifi mau pensi dulu udah cape Ama jaringan nya terima kasih moonton atas pengertiannya
994,matchmaking nya bnerin.. main solo ktemu tim duo atau trio mulu.. mana mainnya gk bener.
995,"game kikir kasih ls trs aja sampe gw stres lama"" gw hapus juga ni game mls main di kasih ls trus mmk"
996,game nya bagus tapi kok susah nya
997,ya game ini memang bagus sih tapi saat aku main kok jaringannya nggak bagus padahal jaringan saya 65ms tolong di perbaiki ya moonton😠😠😠😠😠😠😠😠😠😠😠😠
998,gara gara lu montoon gw ketinggalan jauh sama temen gw. temen² gw dh pada legend gw masih epic. tolong memberi lawan yang seimbang gw kesel bangett sumpah... udh naik legend turun lagi ke epic. bukan 1 kali doang. tapi 6 kali turun epic terus. 😼😻😽😹😿😸😻😿😼🙀😼😿😹😿😹😻🙀😼🙀😼😾
999,"pahit wok, dapet tim penghuni asli tapi tim musuh ex imo 300+"
1000,Kenapa saya sudah bind akun ke facebook tapi 5idak mendapatkan diamond ?
1001,GAME HARAM
1002,"Tolong dong kalo udh dapet Lane masing masing di kunci Hero selain lane nya, terutama Roamer masa maen ketemu roam Layla, Mending Hero non Tank atau roam nya di kunci biar ga banyak orang yg ngine make Hero MM di jadiin roam"
1003,tolong benarkan sistem mu moonton dalam matchmaking dan draft pick lebih baik dilakukan perubahan ban 20 dan yang main berupa 10 orang itu lebih efisien dan relaktif karena heronya juga banyak satu lagi coba bikin match sesuai dengan rank nya yang saat ini sesuai yang bikin room rank nya apaa yaudah lawan nya juga rank nya itu satu lagi benerin sistem lu terutama sistem jaringan skrg padahal jaringan oke paket data wifi oke tapi masih aja ngelag dan nge frame mau nya apaa mau player nya hilang
1004,player nya gak mau kontribusi suka afk
1005,makasih moonton sudah memberikan tim dengan SDM tinggi saya sangat senang
1006,"game cacat,klo jago di buat cacat sama sistemnya,damagenya di kurangin,klo g di kasi tim cacat,level 14 by1 level 9 kalah telak level 14,level 10 damagenya 130 kan tolol,banyak bgt cacatnya sampe g ketulis semua,biar nagih y.hahaha g jelas ini game perusak moral ini"
1007,moonton bercandaa
1008,matchmakingnya gak seimbang
1009,Game Kikir!!!!!
1010,ini pvp apa p v com?
1011,Game Sangat membuat saya pusing karena jika saya main solo kadang musuhnya Pro tetapi tim saya yg Dark system kadang jika solo kadang 2 jam masih sama bintang rank nya mohon moonton kasih tim yg bagus biar gamenya tambah rame
1012,mantap
1013,DEAR MOONTON! Perbaiki sistem matchmaking yang jelas! aku udh capek liat history kalah! aku udh main serius! PERBAIKI!!!!!
1014,plisss game nya seru banget walau rank nya naik turun bikin darah tinggi tapi game ini ada kala nya penghilang stres ada juga kalanya pembuat stres tapi ini seru banget udah mah moonton nya ga plit ngasih skin gratis gratis intinya bagus bgtt harus download
1015,sering lag di tengah pertandingan
1016,maap maap ni monton setidak nya buat fitur yang buat hp ram kecil bisa main lah masa hp gua habis riset buat main aja susah jalan aja susah monton gerakin analog kayak bawa beras 1 ton gila
1017,oke banget mantap seru
1018,game yang sangat ramah sangat dianjurkan untuk dimainkan ank ank agar adap dan skil ank meningkat
1019,banyak draksistem
1020,sangat bagus
1021,bgus
1022,dikasih tim beban Mulu main solo ditabrak squad
1023,"saran adakan fitur buat yang afk, kadang game yang ga bisa di pause itu jadi susah jika ada keadaan darurat, misalkan saya afk karena disuruh otomatis dimainin oleh bot, nah disitu sebelum saya afk seharusnya ada tombol afk sebentar, supaya gamenya tetap berjalan. ini fitur lumayan cocok untuk yang setiap hari selalu ada saja hal mendadak jadi ga perlu mikirin skor kredit"
1024,sangat menghibur di saat pulang kerja
1025,"masalah jaringan , baru aja beli Kouta pas main malah merah jaringan nya jadi tolong ya monton tolong di perbaiki masalah jaringan"
1026,"EVENT MULU YANG DIBANYAKIN, MATCHING NOH BENERIN. NGURAS DUIT PALING LIHAI, BENERIN MATCHMAKING PALING ANJAY"
1027,"game nya bagus dan seru tapi,jgn lah kasih drak sistem Mulu munnntunnnn🙃"
1028,"MANTAP,hp ku aja patah patah gara ini game sampai kenak ada tompel di hp. sekian dari saya saya ucapkan terimakasih"
1029,permainan nya bagus dan sangat ramah saya baru saja naik ke glory lalu setelah naik ke glory di kasih losetrek 28× dan menang 2× ini game nya bikin stres tapi aku seneng dan ketawa ketawa sendiri gak jelas di kamer
1030,gem rusak banyak ngeleg
1031,"game ga jelas sistem ga jelas masa gw di kasih tim jelek giliran musuh bisa main sistemnya ga imbang, mohon di perbaiki"
1032,"game gajelah di kasih tim ngga adil, terus pas mau war tiba tiba lag sinyal"
1033,"game bikin stres ,minimal kalo di rank legend ke atas kasih tim yg sepadan lah moonton"
1034,"kebiasaan banget kalo ngerank jaringan nya kek anj lah moonton plis banget padahal gw make wifi terus juga Wifi-nya aslinya gk knp² tapi kenapa pas giliran ngerank jadi ngelag gitu, kalo lu PNGN rating nya gw naikin plis perbaiki lagi masalah jaringannya"
1035,game gajelas tim nya kocak semua giliran musuhnya jago jago
1036,"game aneh, gak rekomen"
1037,"gem nya bagus ya gitu,tapi plis kasih lawan nya yang seimbang jangan pilih kasih monton,kadang ada tim yang oon tadi tim musuh jago jadi sussah buat maen nya"
1038,udah main ml paling bener main solo pensi aja game udah GK sehat
1039,matching rusak
1040,Game sekelas PUBG aj yang notabene nya FPS bisa stabilin jaringan buat player yang ga ganggu dan ngaruh soal device ny lah ini moba burik plagiat yang region ny cuma asia tenggara aja ga becus nyetel jaringan eh ngaca dikit moba burik.... event boleh banyak seenggak nya system dasar lu beres rapi ga belepotan update banyak... system operasi ny gitu gitu aja lu kira jaringan stabil di semua daerah? goblok nih developer ny apalagi habis update tiba tiba bgt kek kontol jaringan ny
1041,game stres
1042,dikasi tim epik abadi tapi musuh mantan miytik kalah Mulu wr turun gak usah download stres
1043,kusus montol lu kalau ngasih tim yang bener dikit GK setara sama tim musuh GK adil ini ya kali main trio di kasih partiy ya kali main di kita di kasih tim baru main GK pecus main di kasih yang setara lah dan seadil adil nya biar makin banyak yang suka bukan bikin seneng bikin gila di bener rin lagi ya sistem nya
1044,jaringn jlekk ping gak stbil...ganti server bnerinn
1045,"halo mobile legend,saya sangat senang main game ini,karena game ini membuat stress ku hilang,dan dapat terus tim yang gacor,terima kasih moonton sudah buat game yang sehat ini😊😊😊😊😊😊😊"
1046,padahal jaringan bagus tpi malah ngelag
1047,jos jiss pwolll
1048,game bikin emosiii masa tim aku tololll semuaa timm musuh jagoo anjir ngakkk sepadan soloo ketemu party kann anjirr
1049,Bagus banget dapat tim GG ( Ga Guna) . percma Ga bklan naik bintang yg ada Naik darah . Mantap Game seru di tim lawan .tim sndri kya Orng binggung . dari kemarin smpe skrng ga bkin naik . bkin trun trs .
1050,kurangi dari sistem
1051,gem banyak masalah nya analog tiba tiba gerak sendiri siyal tiba tiba jelek pilih kasih saat memberikan tim banyak drak sistem
1052,"game apa ini main ber jam jam ber hari hari. solo rank lose track kalah mulu. dapat tim kalo drak sistem terus, dan tier rank gak sepadan, cara bermain asal asalan .klo gak saat bermain jaringannya buruk terus, parah banget .. capek capek main menang sekali kalahnya 5X rusak"
1053,"nemu tim drak sistem, bukanya terhibur malah stres"
1054,"game buruk banget kalau ngasih 1 tim enggk lihat server, saya di server lama tapi dikasih tim server baru yng mainya enggk ada skil sama sekali,"
1055,"kalo bisa setengah aja bintangnya, lu tau gua mati matian jadi roam anak dajjal tiba tiba banget punya kawan kayak tai malas banget gua, mana pas mau naek rank dapat musuh jago temen goblok cape gua cokkkkkkkkk, kalian kalo maen nih game setuju ga kalo kita gebukin moonton pas tidur!!!!!!!!!!!!!!!!!!!!!"
1056,"Congratulations,moonton mendapatkan penghargaan game dengan macthing ter buruk dalam game moba. Sebenarnya Dark sistem itu tidak ada,ketika lu terus terusan kalah itu memang sudah diatur sama moonton(ada orang dibelakang macthing). Pasti para solo player pernah ngerasa tim tidak seimbang,itu bukan dark sistem melainkan settingan moonton"
1057,sangat seru banget
1058,game ini sangat membuat saya semakin gilaaaa
1059,saya tidak perna menang biar ssekali
1060,dapat tim gak ada yang bener
1061,banyak player toxic
1062,"kalo update tuh sekalian benerin masalah jaringan nya dong moonton!! jaringan full tapi pas main malah ngeleg-ngeleg merah sampe 300mps, ini mah dapetnya ngerugiin pemain, ayo lah moonton perbaikin dong masalah jaringan, jangan tampilan mulu yang di bagusin, percuma dapetnya, padahal penyimpanan gw masih banyak banget grafik pun ga gw hd in semua tapi kok jaringan tetep merah terus, gajelas banget sama sistem jaringannya, udah gitu aja kritikan dari saya, terimakasih."
1063,"permainan sudah setting sama moonton, masak saya main 3 match dapatnya tim jelek dan kalah terus lagii, game settingan cokk"
1064,main rank bukan ketemu yg sesama rank malah lebih tinggi .dan di kasih tim ga jelas
1065,SANGAT MENGHIBURR!!!
1066,bagus dari pada epep
1067,tim nya ga sesuai di tim musuh sesuai peringkat di tim kita peringkat bawah
1068,game pp lol dog game lag lol bocah
1069,tolong jangan setim sama epik gm klo kita dah legend
1070,"game nya bagus grafik nya juga bagus, hero nya keren, cuma kurang 1 hal, banyak pemain yang kurang paham dalam bermain jadi membuat tim menjadi tidak kompatibel dalam play game, kalau bisa ada cara bermain yg lebih baik dan pemahaman tentang build item untuk setiap hero yg ada"
1071,bagus
1072,ok
1073,"BENERIN MATCHMAKING NYAA!!!! YA ALLAH BARU INI BUDREG TUJUH KELILING SAMA GAMEEE, NYEBUT MULU (+NYA BIKIN INGET TUHAN MELULU TIAP MATCH)"
1074,GAME DRAK SYSTEM GAME ANOMALI GAME LAPUK...... BANYAK SYSTEM YG GA GUNA ....SEMAKIN SINI MAKIN GA NYAMAN BERMAIN. .CUIIIIHHHHH
1075,game nya seru
1076,game gk pernah menang kalah mulu developer sok gg padahal kroco buat player kalah karna ya off 1 minggu atau otw hapus
1077,kasih menang lah monton capek kali akuu mana yg ngechet di biarin asuu
1078,bagus
1079,gue main game ini gk bikin jago bikin setres tim gk jelas main kalah Mulu
1080,sangat direkomendasikan untuk menghilangkan stres(nambah depresi gw jur)
1081,mlbb game tidak adil dalam semuah hal error pembagian tim tidak adil
1082,terimakasih telah menghibur aku pensi min 😔
1083,game favorite saya
1084,game lawak lawan sama kawan ga seimbang
1085,"Game gak ngotak abis reset sesen dapet tim nya gak waras banget ajing renk gua di mentokin Mulu Ama lu biji gim gak ada otdk ,yok yg mau Mabar honor of king gas info info"
1086,karna dikasih tim drak sistem kasih win kek
1087,"gamenya bagus, tapi tolong jgn berikan bot ketika game anda sepi dan juga jgn berikan player yg masih baru di server yg sudah lama (intinya buatkan server khusus player baru dan lama)"
1088,ayolah monoton kami udah lama main kok di kasi lostrek Mulu udah deviloper kikir pelit dan buat montoon jaringan aku bagus tapi kok malah lag padahal jaringan bagus.
1089,untuk montoon mohon segera perbaiki masalah sinyalnya karena saya sangat terganggu dan mengakibatkan performa saya menurun
1090,yg mainin game ini gay/lesbian
1091,"WOI MINIMAL KASIH FITUR GANTI AKUN OTAMATIS LAH,, AKUN KENA BAN GABISA GANTI AKUN LAIN"
1092,game ampas kasih tim gk waras ge jadiny turun ke epic.
1093,gamenya bagus...banyak pilihan hero yang bisa dipakai
1094,kenapa setiap mau naik rank contoh satu bintang lagi legend kenapa di kasih musuh yang sulit montoon
1095,"kecewa berat,login skrg malah pake verifikasi email segala,terasa mengganggu"
1096,dikasih tim epik abadi tapi musuhnya mantan mitik mikirr kids kalah mvp muluh sampai turun wr jgn donlod stress
1097,"game degan musuh yang tak adil dan tak setara dengan pangkat Reng,dah ini game nga jelas bet dah monton2*"
1098,gamseru sekali
1099,ok
1100,monton monton gua main game ini kalah Mulu lu GK tau perasaan yg kalah 19 kali
1101,woy monton tolol ini sesoan sekarang lu kasih drak sistem ke gw mulu monton gw jadi males main Pengen udh main mlnya poke semua drak sistemnya
1102,"matchmakingnya sampah bener, gila aja dikasih tim yang ga punya otak mulu"
1103,tolong server nya tolong dibenerin dong muntun dari kemaren ngeleg Mulu tolong dibenerin ya
1104,"kalok ngasih lawan yg ngotaklah, gua main solo tim nya gj beban kasih lawan satim yg seimbang la monton tolong lah perbaiki makin lama makin males main ml makin stress, bales ya awas lu kalok besok gua main rank kalah lagi, malem ini aja gua udah kalah 14 kali tun gendeng????"
1105,game Tolol Ga pernah ws perna ls 10000 kali udah naik legend nurun epik lagi game haram buat game yg BNR Napa lolot
1106,kalah mulu
1107,ga bisa login☹️
1108,bugnya benerin moonton servernya sering ngebug
1109,benerin sistem kon
1110,"server lu benerin dongo, masa rank dapet tim troll, 2026 server malah makin amburadul"
1111,saya suka game nya tapi player nya suka buat sakit hati contoh yatim 🙂
1112,jangan di download cape gw main dapat tim yang ga bener sedangkan musuhnya jago pokonya bikin frustasi ini sementara gw rating kalo sistemnya bener dapat musuh sama kawan nya bagus gw rating 5 bintang
1113,"ini bikin saya turun rank,saya sangatlah kecewa dengan game ini."
1114,game gajelas
1115,biasanya kalo gini hp nya panas tapi ga siapa sangka game bagus
1116,"game nya bagus tapi, agak aneh tau?"
1117,Delay banget gamenya montooon tolonglahhhh!!! GERAMMNYAA AKUU! jaringan jelek DELAY lagi pas main :(
1118,monton gak punya otak.dapat drak sistem terus kenapa akun ku ko bisa ganti nama
1119,bagus
1120,jaringan lag parah
1121,ngasih tim gak ngotak
1122,gg lu kalo ngasih tim jago jago
1123,"game ngak jelas,dapat tim yang ngak seimbang Ama musuh masak tim musuh kompak timku anomali mohon diperbaiki sekali lagi yah aku mohon banget heyy timnya gak jelas banget hoi ya ampun sampai kapan aku kalah teruss woi maaf aku KECEWAAAAA AKUUUUU HAPUUSSSS GAMEE SAAMPAAAAHHHH INIIIIIII"
1124,game kaga adil mush dapet tim yang GG sedangkan gua dapat tim yang jelek
1125,APLIKASI LAGGG/SAMPAHHH
1126,apa²an ini saya ga pernah ngechit atau pake aplikasi pihak ketiga tapi akun saya di ban
1127,grafik burik tim tidak adil tidak seru membosankann
1128,game nya bagus cuma player nya tolol etot etot ada drack sistem mending donwload talking tomen jerry
1129,gemnya jelek
1130,game nya banyak lag tidak cocok ketemu tim drak sistem mulu
1131,"sumpah game ini bagus banget sebenernya aku udh lama banget main dri 2029 tpi baru bisa ku rating skrng ini keren game nya makin lama makin seru dan bagus tpi kekurangan nya cuma 1,belum bisa mendukung semua perangkat jdi nya lag dan delay,ini asik bahkan ini satu² nya game yg bisa buat aku pensi game lain dan main game ini doang walaupun bikin stres dengan para dark system tpi aku masih setia main mlbb dri dlu sampai skrng,terima kasih moonton sudah membuat game moba seseru ini"
1132,banyak setingan masak level rendah ketemunya sama level tinggi klo main solo renk knp klo rank bawah ketemunya sama rank yg tinggi klo bgini terus gk baik monton
1133,"maaf anak saya bermain game ini dia kalah terus, dia sampe jadi ODGJ dia katanya udah ngegendong tapi tim sana musuhnya ga adil tolong di baca anak saya masuk rsj karena moonton"
1134,makasi moonton seru gamenya tolong kalau ada player yang pakai akun tamu dihapus dong datanya seperti kredit skor rank dan data-data yang lain nya juga bug kalau masih ada harus dihilangkan /bug fix.
1135,izin hapus karna gak ngerti lagi jaringan lancar tapi gak bisa gerak
1136,gamenya bagus walau banyak orang kata kasar mohon orang berkata kasar di ban karena gk cuma dewasa saja yang mainin anak kecil pun banyak jadi mohon di ban orang yang berkata kasar gw muak banyak kali yang ngomong kasar
1137,menghibur disela cape dengan Derama
1138,"dibanding game sebelah grafis masih jelek tetep aja jumping ama ngelag ajig, engine lu upgrade monton.. game kikir dari taun ke taun bukanya makin bagus malah ke taee"
1139,apalah njir dark sistem Mulu
1140,"Jangan di dowload, terlau banyak Bot"
1141,"geme pilih kasih, rusak , aneh bahkan masih banyak yang pake secrip ,bug walaupun lumayan seru gamenya!!!!!"
1142,kayak tai mikir kalo menang menang terus nonton tai2
1143,sering bgt lag padahal jaringan bagus
1144,game nya seru namun memilik banyak bug dan suka ada player menggunakan cheat tolong developer fiks bug and ban untuk pengguna cheat
1145,match making nya benerinnya solo ya sama solo gausah temuin ama trio atau party
1146,"najis game sebesar ini masi aja pingnya merah"" terus padahal season kemarin ping bagus bagus bagus aja mala bisa sampe 20ms season sekarang mala bad sampe 274 ms tolonglah servernya di benerin jangan cuma skin yang di banyakin itu servernya uda busuk sama system matchmaking juga tidak sesuai bertemu yang tidak sesuai dengan musuhnya"
1147,plss lah kasih 5 kali menang aja cukup tapi malah di kasih kalah 14 sumpah gak boong
1148,"saya suka game nya grafiknya bagus, dan game ini menghilang stres ( malah tambah stres ) , dan para pemainnya ramah"
1149,bagus
1150,"game jelek, musuh di kasih tim bagus aku di kasih tim jelek"
1151,game bisa dimainkan tanpa wifi
1152,mending main epep daripada main ml
1153,"KALAU NGASIH LANE YANG BENER LAH, BISA BISANYA GUA TIAP HARI MAIN MID PAS PARTY GILIRAN SOLO TIBA TIBA NGASIH JUNGLE, MANA DI BARENGIN SAMA YANG RANK EPIC"
1154,game nya burik dan jelek
1155,tolong ya monton servernya benerin masa tiap main ngelag Mulu padahal sinyal nya ijo
1156,Game moba terbaik seru bet pokoknya mantap mas muntun
1157,Server rusak baik lagi jir jaringan ngelag parah apa coba
1158,Ngeleg mulu
1159,jlk gamenya sush udh byk player ngetroll lgi moonton yg bnr lh dpt timnya jlk udh beban lgi lh orang lain dpt tim enak gj moonton pilih kasih hoooo😛🤪😡
1160,game bagusssss
1161,bagus grafiknya
1162,game gaguna sistem rusak
1163,"game rusak,jaringan w bagus.klo buat main rank pasti lag...game rusak"
1164,i like it
1165,"moonton tolong lah yang solo jangan di temuin sama yang trio apalagi sama yang party , yang bner ajah lah ketemu mulu draksistem tim gua , sedangkan lawan jago jago , sedangkan tim gua honor abadi"
1166,seru tapi sering ketemu dark sistem sama mana susah banget lagi naik rank
1167,game nya bagus seru
1168,game tolol ini jaringan nya nga bagus banget padahal udah pake data
1169,Banyak dark system nya anjjjj
1170,seru banget
1171,aku kasih bintang lima gara-gara jarang menang
1172,parah mact lancar dibase lag
1173,tinggal dapat emosi doang main game ini
1174,lag banget perasaan wifi nya enak tapi ngelag muluh
1175,mantap gamenya seru walau pun engleg
1176,"game rusak gw di kasih tim bot dan lawan gw semuanya pada jago"""
1177,game gak jelas . aku langganan starlight. gak menang. kalah terus . gila kalian ngasih tim robot yang lemah banget. musuh dikasih robot juga yang kuat gak masuk akal banget rank sampe turun gila aja kalian matchmaking begini ngeselin banget
1178,"tolong moonton saya dari tadi wlwl,tolong di kasih ws sampai imo,sekian terimakasih"
1179,"tolong di perbaiki sistem tim cocokan dengan kemampuan,sudah 2026 tolong di perbarui lagi secara detail,kendala ada di tim solo duo,sekali lagi tolong di perbaiki."
1180,"Gamenya bagus dan seru jadi seneng ketika mainin nya. Player player nya juga ramah semua. Aku juga ketika main miya di jungle dapat pujian dari timku. Bahkan kalo lagi main solo suka dapet temen jago, contoh nya kaya: Saber roam. King dayrot. Nana full buil teng. Frangko demeg. Fany darat. Miya tiktok. Dan masih banyak lagi.. Pokonya ini game paling seru sedunia😊"
1181,💪
1182,itu gua main knapa di kasih tim aneh mulu giliran musuh di kasih tim bagus cape ati gua bang cape gua main solo udh kek lawan onic aje gua main harus serius mulu cape bang kasih gua tim bagus napaa orang lain mulu yang di kasih tim bagus ni gua sebagai player solo cape ati nih kalo di giniin mulu
1183,"game nya bagus tapi ngotak dikit, tim sendiri sama tim musuh ga sesuai, tim musuh jago tim saya ada yang baru main, ada yang ga sesuai sama role nya, itu aja sih pendapat saya kasih lah musuh yang seimbang"
1184,tolong moonton hilangkan dark sistem / tim kagak bisa main yang benar
1185,"ada yang setuju gak kalo main ml itu macht matching nya di beri musuh yang winret nya sepadan kayak 56% ketemu yang 58% itu masuk akal, gak 37% ketemunya 84% kan gila gak ngotak 😱😬😡😡🤬🤒🤒"
1186,"matchmaking g pernah adil ketemu trio, duo, setim, gua solo :) gmna cara gua menang?"
1187,mantap gem nya
1188,emang duo harus lawan trio sangat gak masuk akal
1189,Luar binasa
1190,👍👍
1191,sering diberi tim TDK seimbang sering dapat tim bot musuh pro jadi tolong di seimbang ini geme rusak
1192,ml ngentoddd
1193,mantaps
1194,banyak orang yg egois saat bermain
1195,"mampus gua kasih bintang 1, udh jangan download game ini gua lose streak dari legend 2 sampe legend 4 full emas, gausah di download game nya bisa bikin darah tinggi dan 1 lagi kalo gua win streak gua kasih bintang 5"
1196,SISTEM ANEH... TIM SAYA 5 ORANG MYTUCH SEDANGKAN MUSUH 5 ORANG HONOR SEMUA.... GA ADIL BANGET....
1197,soalnya di sistem matchmaking dipertemukan lawan yang tidak seimbang
1198,ngelegg montonnnnnnnnnnnnnnnnnnn🙏
1199,gem nya bagus mantap
1200,bagus sekali
1201,"kok sekarang lag2 ya, tolong moonton"
1202,"CPET JAWAB DENGAN UP VIDEO TERBARU WOY MOONTON, katanya soulvessel gabakal ada luckybox nya gw mau kagura soalnya, trus juga katanya luckybox kagura juga gaada di box m7,, jdi kaguraanya bakal ada dimana woyy??"
1203,moonton kenepa gw dikasi dark sistem Mulu tun sebenar nya ni game bagu tapi gw muak di kasi dark sistem Mulu tun
1204,"kebanyakan dikasih tim bot dan troll nya... dan sengaja di kembang biakan oleh moonton, gak ada solusi. percuma komen gak ada perbaikan dari pihak moonton"
1205,menyenang kan tidak bisa bosen
1206,"YANG BENER AJA LAH KALO NGASIH TIM, MIKIRRRRRRRR"
1207,tim nya tolol
1208,game tlol
1209,perbaiki jaringan lu
1210,game nya keren banget
1211,game cacat loba darksistem hayoh we pake hanabi jeng hanabi
1212,game nya sih bagus tapi sinyal tu benerin kocak😌
1213,bagus daripada ff tai
1214,"moonton bangke orang yang ngetroll gw yang kena hukuman,main malah ketemu gm hobi maling jungle. saran:dibikin yang bisa ngambil jungle yang retri aja."
1215,permainan ini sangat bagus aku suka
1216,gem Ter baik di dunianya
1217,madep lah
1218,keseimbangan matching gapernah ngorat
1219,permainan nya cukup bagus juga ya
1220,game kalah menang aja ini dapat mm pilihan moonton terbaik jago nya melebihi proplayer dah ini game
1221,game burik. skin harga selangit tapi efek b aja. ketemu musuh cuma dalam negri tp pake embel embel GLOBAL
1222,sangat bagus
1223,sinyal bagus tp pas main bisa ngeleg n seperti nya udh di atur nggak akan menang walaupun dapat team bagus n udh sy coba.... pemain solo lawan nya yg satu tempat duduk.... tambah gila nya....
1224,banyak darksistem
1225,saya kasih bintang 5 kalo saya menang sampai imo bintang 4000
1226,"tim yang gak seimbang lo kasih musuh 3 orang imoo, glory sedangkan tim ku?!!!! kamu kasih honor, legend, epic, jangan bilang lo kasih bot lagi di tim ku?! wah parah lo moonton"
1227,JANGAN download apk ini penipuan macth tidak sesuai level akun dan tingkat rank kita d kasih tim lagend lawan nya mytic semua akun kita juga akan di tandai jika main solo rank agar sering kalah dan dapat tim tidak sesuai
1228,game ampas pembagian tim buruk
1229,game jelek masah setiap main lah gua main game lain ga leg kalo main game haram 1 ini malah lag udah main 20 pertandingan menang nya cuman 6 kalah nya 14 gajelas ini game perbaiki game ini monton kalo ga di perbaiki gimana mau saingan sama game lain
1230,jos jis moonton gem apek
1231,games bagus
1232,good game
1233,game taekkkkk
1234,Banyak skin gratis nya akhir akhir ini 😁
1235,sistem matchmakingnya jelek.
